time_s,source,accepted,diversity_score,objective,pool_best_obj
0.994799,worker_1,0,0.0753247,33353.1,26224.2
1.0067,worker_1,0,0.0753247,33345.9,26224.2
1.01788,worker_1,0,0.0805195,33316.4,26224.2
1.02967,worker_1,0,0.0857143,33302.2,26224.2
1.04129,worker_1,0,0.0883117,33297,26224.2
1.05315,worker_1,1,0.101299,33269.4,26224.2
1.06506,worker_1,0,0.012987,33264.5,26224.2
1.0771,worker_1,0,0.0181818,33259.4,26224.2
1.08918,worker_1,0,0.025974,33250.2,26224.2
1.10093,worker_1,0,0.025974,33234.3,26224.2
1.11305,worker_1,0,0.0181818,33221.9,26224.2
1.12954,worker_1,0,0.0337662,33215.4,26224.2
1.14213,worker_1,0,0.0519481,33210.5,26224.2
1.14227,worker_2,0,0.038961,36526.1,26224.2
1.15405,worker_1,0,0.0623377,33206.4,26224.2
1.16883,worker_1,0,0.0649351,33194,26224.2
1.18383,worker_1,0,0.0727273,33169.6,26224.2
1.1962,worker_1,0,0.0857143,33166.8,26224.2
1.20788,worker_1,0,0.0987013,33164.5,26224.2
1.21991,worker_1,1,0.114286,33162.6,26224.2
1.23207,worker_1,0,0.0155844,33153.9,26224.2
1.24413,worker_1,0,0.0311688,33147.2,26224.2
1.25654,worker_1,0,0.0415584,33141.8,26224.2
1.26816,worker_1,0,0.0545455,33136,26224.2
1.28044,worker_1,0,0.0571429,33131.7,26224.2
1.29327,worker_1,0,0.0701299,33130.9,26224.2
1.30508,worker_1,0,0.0649351,33119.1,26224.2
1.31701,worker_1,0,0.0779221,33107.7,26224.2
1.33017,worker_1,0,0.0857143,33099.6,26224.2
1.34253,worker_1,0,0.0883117,33095.5,26224.2
1.35313,worker_2,0,0.0363636,36417.5,26224.2
1.37298,worker_1,0,0.0961039,33091.1,26224.2
1.48872,worker_0,1,0.18961,33079.6,26224.2
1.51978,worker_0,0,0.0857143,33009.1,26224.2
1.56303,worker_2,0,0.0363636,36379,26224.2
1.62309,worker_1,1,0.114286,33074.6,26224.2
1.6341,worker_1,0,0.012987,33028.3,26224.2
1.64431,worker_0,1,0.18961,32908.7,26224.2
1.64462,worker_1,0,0.025974,33004.8,26224.2
1.65535,worker_1,0,0.0363636,32987.3,26224.2
1.66602,worker_1,0,0.0467532,32954,26224.2
1.67673,worker_1,0,0.0571429,32938,26224.2
1.68793,worker_1,0,0.0675325,32907.2,26224.2
1.69885,worker_1,0,0.0753247,32886.6,26224.2
1.71008,worker_1,0,0.0909091,32875.1,26224.2
1.72176,worker_1,0,0.0961039,32746.1,26224.2
1.73334,worker_1,1,0.124675,32733.3,26224.2
1.74484,worker_1,0,0.0103896,32725.3,26224.2
1.75567,worker_1,0,0.0233766,32720.8,26224.2
1.76625,worker_1,0,0.0363636,32715.8,26224.2
1.76685,worker_2,0,0.0467532,36342.3,26224.2
1.77771,worker_1,0,0.0545455,32710.9,26224.2
1.7896,worker_1,0,0.0701299,32708.2,26224.2
1.80032,worker_1,0,0.0831169,32699.6,26224.2
1.81162,worker_1,0,0.0831169,32679.4,26224.2
1.82308,worker_1,0,0.0935065,32650.8,26224.2
1.83455,worker_1,0,0.0961039,32641.9,26224.2
1.8466,worker_1,1,0.101299,32637.5,26224.2
1.85831,worker_1,0,0.0103896,32630.9,26224.2
1.86979,worker_1,0,0.0233766,32629.1,26224.2
1.88135,worker_1,0,0.0363636,32615.8,26224.2
1.89316,worker_1,0,0.0519481,32613.2,26224.2
1.90449,worker_1,0,0.0623377,32608.7,26224.2
1.91562,worker_1,0,0.0831169,32592.3,26224.2
1.92829,worker_1,0,0.0831169,32590.6,26224.2
1.93255,hgs_child,1,0.496104,38351.7,26224.2
1.94014,worker_1,0,0.0805195,32588.7,26224.2
1.95043,worker_0,1,0.101299,32898.6,26224.2
1.95141,worker_1,0,0.0779221,32584.9,26224.2
1.97316,worker_2,0,0.0493506,36308.4,26224.2
2.03777,hgs_child,1,0.750649,30547.8,26224.2
2.0472,worker_1,1,0.109091,32564.8,26224.2
2.07246,worker_1,0,0.0155844,32557.6,26224.2
