time_s,dist_W0_W1,dist_W0_W2,dist_W1_W2
64.3406,0.254545,0.836364,0.846753
64.3507,0.246753,0.836364,0.849351
64.3606,0.251948,0.836364,0.851948
64.4006,0.251948,0.833766,0.849351
64.4967,0.25974,0.833766,0.849351
64.5828,0.251948,0.833766,0.849351
64.61,0.251948,0.833766,0.849351
64.7321,0.267532,0.833766,0.849351
64.7431,0.324675,0.833766,0.857143
64.8158,0.324675,0.836364,0.85974
65.0197,0.324675,0.833766,0.857143
65.2254,0.324675,0.833766,0.85974
65.437,0.324675,0.833766,0.85974
65.64,0.324675,0.833766,0.857143
65.8452,0.324675,0.833766,0.857143
66.0511,0.324675,0.836364,0.85974
66.1712,0.322078,0.836364,0.85974
66.216,0.32987,0.836364,0.851948
66.2614,0.32987,0.831169,0.849351
66.3397,0.335065,0.831169,0.846753
66.3495,0.337662,0.831169,0.849351
66.4713,0.337662,0.831169,0.849351
66.7616,0.337662,0.831169,0.849351
66.9673,0.337662,0.836364,0.854545
67.1724,0.337662,0.836364,0.854545
72.6585,0.337662,0.838961,0.854545
73.2894,0.345455,0.838961,0.857143
73.3146,0.345455,0.849351,0.831169
73.5227,0.345455,0.846753,0.831169
73.732,0.345455,0.846753,0.831169
73.9375,0.345455,0.846753,0.831169
74.1499,0.345455,0.846753,0.831169
74.3665,0.345455,0.849351,0.833766
74.5741,0.345455,0.849351,0.833766
74.7837,0.345455,0.854545,0.828571
74.9934,0.345455,0.851948,0.828571
75.1961,0.337662,0.854545,0.828571
75.2089,0.337662,0.854545,0.828571
75.3121,0.348052,0.833766,0.828571
75.3462,0.342857,0.831169,0.828571
75.3532,0.353247,0.833766,0.828571
75.3841,0.34026,0.833766,0.828571
75.425,0.34026,0.828571,0.825974
75.5556,0.348052,0.828571,0.831169
75.6328,0.348052,0.828571,0.831169
75.8407,0.348052,0.825974,0.828571
76.0486,0.348052,0.823377,0.828571
76.2592,0.348052,0.825974,0.831169
76.4703,0.348052,0.825974,0.833766
76.671,0.350649,0.825974,0.831169
76.6835,0.350649,0.825974,0.833766
76.9199,0.350649,0.828571,0.836364
77.1306,0.350649,0.825974,0.833766
77.3423,0.350649,0.823377,0.831169
77.5509,0.350649,0.823377,0.831169
77.7591,0.350649,0.825974,0.831169
77.9685,0.350649,0.825974,0.831169
78.0977,0.350649,0.831169,0.836364
78.3124,0.350649,0.833766,0.833766
78.5194,0.350649,0.836364,0.833766
78.7283,0.350649,0.836364,0.831169
78.9366,0.350649,0.836364,0.831169
79.1429,0.350649,0.836364,0.831169
79.3674,0.350649,0.836364,0.831169
79.5776,0.350649,0.838961,0.833766
79.7874,0.350649,0.841558,0.838961
79.9958,0.350649,0.838961,0.836364
80.0104,0.337662,0.838961,0.833766
80.2058,0.337662,0.836364,0.831169
80.415,0.337662,0.838961,0.833766
80.6245,0.337662,0.833766,0.828571
80.8317,0.337662,0.833766,0.823377
81.1085,0.337662,0.833766,0.823377
81.3182,0.337662,0.836364,0.823377
81.5251,0.337662,0.833766,0.823377
81.7347,0.337662,0.833766,0.828571
81.9414,0.337662,0.831169,0.828571
82.1527,0.337662,0.831169,0.831169
82.3616,0.337662,0.833766,0.831169
82.5699,0.337662,0.836364,0.823377
82.7791,0.337662,0.833766,0.823377
82.9874,0.337662,0.836364,0.825974
83.0993,0.337662,0.836364,0.825974
83.3118,0.337662,0.833766,0.823377
83.5184,0.337662,0.833766,0.823377
83.7303,0.337662,0.831169,0.820779
83.9401,0.337662,0.828571,0.818182
84.1477,0.337662,0.833766,0.823377
84.3577,0.337662,0.833766,0.823377
84.5679,0.337662,0.833766,0.823377
84.7778,0.337662,0.833766,0.820779
84.9838,0.337662,0.833766,0.820779
85.1953,0.337662,0.836364,0.825974
85.2297,0.327273,0.844156,0.825974
85.2644,0.332468,0.841558,0.825974
85.4807,0.332468,0.841558,0.825974
85.7697,0.332468,0.844156,0.828571
86.0348,0.332468,0.841558,0.825974
86.2834,0.332468,0.841558,0.828571
86.7117,0.332468,0.841558,0.828571
86.796,0.47013,0.825974,0.828571
86.8079,0.464935,0.825974,0.828571
86.8596,0.464935,0.825974,0.828571
86.9103,0.483117,0.81039,0.828571
86.9172,0.501299,0.8,0.828571
86.9241,0.506494,0.797403,0.828571
86.9531,0.493506,0.802597,0.828571
86.9714,0.493506,0.8,0.828571
87.18,0.493506,0.802597,0.828571
87.3961,0.493506,0.802597,0.831169
87.6139,0.493506,0.802597,0.831169
87.8242,0.493506,0.805195,0.825974
87.8607,0.503896,0.805195,0.828571
88.0363,0.503896,0.807792,0.831169
88.101,0.503896,0.807792,0.833766
88.7306,0.503896,0.812987,0.836364
88.9431,0.503896,0.815584,0.838961
89.1523,0.503896,0.815584,0.838961
89.3788,0.503896,0.815584,0.838961
89.59,0.503896,0.815584,0.838961
89.7969,0.503896,0.815584,0.838961
90.0043,0.509091,0.815584,0.838961
90.0065,0.509091,0.81039,0.838961
90.2174,0.509091,0.812987,0.838961
90.4386,0.509091,0.812987,0.841558
90.4978,0.511688,0.812987,0.846753
90.6489,0.511688,0.812987,0.844156
90.8316,0.511688,0.812987,0.841558
90.8569,0.511688,0.812987,0.841558
91.134,0.511688,0.81039,0.841558
91.341,0.511688,0.807792,0.838961
91.5465,0.511688,0.807792,0.838961
91.7516,0.511688,0.805195,0.836364
91.9607,0.511688,0.805195,0.836364
92.1657,0.511688,0.807792,0.838961
92.3794,0.511688,0.807792,0.838961
92.586,0.511688,0.807792,0.838961
92.7947,0.511688,0.81039,0.836364
92.9997,0.511688,0.81039,0.836364
93.1024,0.511688,0.81039,0.836364
98.1687,0.511688,0.81039,0.841558
98.3359,0.511688,0.81039,0.844156
98.542,0.511688,0.81039,0.846753
98.593,0.516883,0.81039,0.841558
98.7537,0.516883,0.81039,0.838961
98.9628,0.516883,0.81039,0.838961
99.1719,0.516883,0.81039,0.836364
99.483,0.516883,0.81039,0.836364
99.6915,0.516883,0.81039,0.836364
99.8998,0.516883,0.81039,0.836364
100.107,0.516883,0.81039,0.836364
100.315,0.516883,0.807792,0.838961
100.388,0.511688,0.818182,0.838961
100.396,0.509091,0.823377,0.838961
100.403,0.498701,0.828571,0.838961
100.531,0.498701,0.825974,0.836364
100.743,0.498701,0.831169,0.836364
100.95,0.498701,0.831169,0.836364
101.16,0.498701,0.831169,0.836364
101.369,0.498701,0.831169,0.836364
101.574,0.498701,0.831169,0.836364
101.576,0.511688,0.831169,0.838961
101.778,0.511688,0.831169,0.841558
101.983,0.511688,0.831169,0.838961
102.187,0.511688,0.831169,0.844156
102.437,0.511688,0.831169,0.838961
102.68,0.511688,0.825974,0.838961
102.887,0.511688,0.825974,0.838961
103.098,0.511688,0.820779,0.833766
103.107,0.511688,0.820779,0.833766
103.435,0.509091,0.820779,0.836364
104.669,0.506494,0.820779,0.828571
105.261,0.527273,0.818182,0.828571
107.25,0.527273,0.807792,0.818182
107.459,0.527273,0.81039,0.820779
107.665,0.527273,0.81039,0.820779
107.872,0.527273,0.81039,0.823377
108.077,0.527273,0.81039,0.823377
108.107,0.527273,0.81039,0.823377
108.384,0.527273,0.81039,0.823377
108.587,0.527273,0.815584,0.825974
108.793,0.527273,0.820779,0.831169
109,0.527273,0.820779,0.831169
109.207,0.527273,0.820779,0.831169
109.415,0.527273,0.820779,0.831169
109.622,0.527273,0.820779,0.828571
109.827,0.527273,0.823377,0.828571
110.033,0.527273,0.823377,0.836364
110.165,0.524675,0.823377,0.836364
110.236,0.524675,0.820779,0.833766
110.446,0.524675,0.823377,0.831169
110.653,0.524675,0.820779,0.825974
110.856,0.524675,0.820779,0.825974
111.063,0.524675,0.820779,0.825974
111.269,0.524675,0.823377,0.828571
111.481,0.524675,0.823377,0.828571
111.685,0.524675,0.823377,0.828571
111.891,0.524675,0.823377,0.828571
112.097,0.524675,0.823377,0.828571
112.302,0.524675,0.823377,0.828571
112.509,0.524675,0.818182,0.823377
112.717,0.524675,0.823377,0.823377
112.92,0.524675,0.823377,0.823377
113.109,0.524675,0.820779,0.825974
113.321,0.524675,0.820779,0.825974
113.525,0.524675,0.818182,0.825974
113.729,0.524675,0.820779,0.823377
113.931,0.524675,0.818182,0.825974
114.133,0.524675,0.820779,0.828571
114.333,0.524675,0.823377,0.825974
114.536,0.524675,0.828571,0.823377
114.82,0.524675,0.828571,0.823377
115.022,0.524675,0.828571,0.820779
115.231,0.524675,0.828571,0.825974
115.435,0.524675,0.831169,0.825974
115.846,0.524675,0.831169,0.825974
116.861,0.524675,0.823377,0.833766
116.922,0.514286,0.823377,0.831169
117.061,0.514286,0.825974,0.831169
117.262,0.514286,0.825974,0.831169
117.462,0.514286,0.825974,0.831169
117.66,0.514286,0.831169,0.831169
117.861,0.514286,0.828571,0.828571
118.065,0.514286,0.831169,0.828571
118.267,0.514286,0.828571,0.831169
118.467,0.514286,0.831169,0.833766
120.712,0.0181818,0.831169,0.831169
120.943,0.0233766,0.831169,0.833766
121.016,0.0155844,0.831169,0.833766
121.643,0.0337662,0.831169,0.833766
122.009,0.0415584,0.831169,0.833766
123.756,0.0493506,0.831169,0.833766
124.773,0.0519481,0.831169,0.831169
124.957,0.0831169,0.831169,0.828571
125.199,0.0909091,0.833766,0.828571
126.43,0.0831169,0.833766,0.828571
128.408,0.0831169,0.823377,0.818182
128.611,0.0831169,0.823377,0.818182
128.814,0.0831169,0.818182,0.812987
129.02,0.0831169,0.818182,0.812987
129.035,0.0935065,0.818182,0.81039
129.222,0.0935065,0.823377,0.815584
129.39,0.142857,0.823377,0.820779
129.425,0.142857,0.820779,0.818182
129.625,0.142857,0.815584,0.812987
129.827,0.142857,0.815584,0.812987
130.031,0.142857,0.812987,0.812987
130.234,0.142857,0.812987,0.805195
130.695,0.142857,0.812987,0.807792
130.946,0.142857,0.812987,0.807792
131.148,0.142857,0.81039,0.805195
131.355,0.142857,0.81039,0.805195
131.628,0.155844,0.81039,0.805195
132.219,0.155844,0.262338,0.32987
132.393,0.155844,0.27013,0.322078
132.567,0.155844,0.275325,0.327273
132.742,0.155844,0.272727,0.324675
135.208,0.163636,0.280519,0.324675
135.235,0.181818,0.285714,0.324675
135.262,0.179221,0.296104,0.324675
135.311,0.181818,0.306494,0.324675
136.867,0.202597,0.306494,0.342857
138.706,0.202597,0.306494,0.335065
140.108,0.202597,0.301299,0.327273
140.506,0.207792,0.301299,0.332468
141.216,0.212987,0.301299,0.32987
143.781,0.212987,0.316883,0.353247
145.184,0.225974,0.316883,0.368831
145.305,0.233766,0.324675,0.368831
145.328,0.238961,0.32987,0.368831
149.438,0.238961,0.32987,0.371429
151.591,0.251948,0.32987,0.384416
155.382,0.262338,0.327273,0.384416
155.416,0.277922,0.342857,0.384416
157.489,0.277922,0.32987,0.381818
170.365,0.322078,0.371429,0.381818
193.465,0.322078,0.363636,0.381818
205.501,0.319481,0.376623,0.381818
210.859,0.319481,0.0311688,0.327273
211.032,0.319481,0.0233766,0.324675
213.783,0.303896,0.0233766,0.309091
224.776,0.309091,0.0233766,0.314286
234.321,0.309091,0.301299,0.0675325
235.289,0.290909,0.283117,0.0675325
235.319,0.290909,0.283117,0.0675325
235.334,0.298701,0.277922,0.0675325
245.363,0.301299,0.280519,0.0675325
255.31,0.288312,0.293506,0.0675325
255.323,0.309091,0.314286,0.0675325
255.386,0.311688,0.316883,0.0675325
282.811,0.311688,0.316883,0.0805195
